paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,17.166192,7.622817,7.622817
1000,15.232501,3.614606,3.614606
5000,15.786037,1.577221,1.577221
10000,14.306781,1.093087,1.093087
20000,15.023488,0.792724,0.792724
40000,16.220177,0.542379,0.542379
60000,16.201360,0.447801,0.447801
