paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,13.497192,6.152387,6.152387
1000,11.888242,2.955601,2.955601
5000,12.185235,1.283969,1.283969
10000,11.079936,0.891050,0.891050
20000,11.618452,0.643917,0.643917
40000,12.504325,0.442389,0.442389
60000,12.507578,0.365169,0.365169
