paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,17.102293,7.791334,7.791334
1000,2.248304,2.248304,3.608975
5000,3.968876,1.693259,1.693259
10000,0.501766,0.501766,1.121538
20000,0.433623,0.433623,0.835034
40000,0.517268,0.517268,0.562258
60000,1.004011,0.463862,0.463862
