paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,8.742954,5.052351,5.052351
1000,1.389021,1.389021,2.662114
5000,0.925386,0.925386,1.142699
10000,0.529402,0.529402,0.796690
20000,0.019122,0.019122,0.561654
40000,0.479373,0.392010,0.392010
60000,0.377158,0.322811,0.322811
