paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,12.875936,6.921882,6.921882
1000,0.218903,0.218903,3.294397
5000,2.490093,1.502287,1.502287
10000,0.461502,0.461502,1.016154
20000,0.462349,0.462349,0.744439
40000,0.047322,0.047322,0.506317
60000,0.211298,0.211298,0.415734
