scenario,K,S0,T,r,v0,vp0,kappa1,kappa2,theta,xi1,xi2,rho12,rho13,rho23,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,ci_width_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
K=80 put,80.0,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,60000,benchmark,2026,2103,1000,0.589598099999,4.298933,4.433569565420,0.043375382368,0.170031498883,0.031318600550,0.011542588819,0.051094612282,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
K=80 put,80.0,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,60000,hybrid,2026,2103,1000,112.9734148,4.298933,4.363830498786,0.010106664348,0.039618124243,0.015096187539,0.010488285504,0.019704089575,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
K=80 put,80.0,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,72,60000,benchmark,2026,2103,1000,0.729693699999,4.298933,4.361900409910,0.042651170737,0.167192589290,0.014647218254,0.000000000000,0.034093042286,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
K=80 put,80.0,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,72,60000,hybrid,2026,2103,1000,117.4863996,4.298933,4.326225431841,0.010227838539,0.040093127074,0.006348652524,0.001685503892,0.011011801156,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
K=80 put,80.0,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,96,60000,benchmark,2026,2103,1000,0.852408700004,4.298933,4.317512875736,0.042255648310,0.165642141375,0.004321973787,0.000000000000,0.023587468431,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
K=80 put,80.0,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,96,60000,hybrid,2026,2103,1000,113.2898696,4.298933,4.306984826085,0.010191975810,0.039952545173,0.001872982455,0.000000000000,0.006519780297,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
OTM put,90.0,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,24,60000,benchmark,2026,2103,1000,0.467032100001,6.942119,7.194971054724,0.054818927899,0.214890197363,0.036422892596,0.020945615603,0.051900169589,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
OTM put,90.0,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,24,60000,hybrid,2026,2103,1000,112.9267311,6.942119,7.206875451124,0.014484434189,0.056778982019,0.038137699905,0.034048243788,0.042227156022,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
OTM put,90.0,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,60000,benchmark,2026,2103,1000,0.595889700002,6.942119,7.054560802248,0.054243650640,0.212635110508,0.016197043330,0.000882186980,0.031511899681,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
OTM put,90.0,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,60000,hybrid,2026,2103,1000,112.5008211,6.942119,6.986663589121,0.014669989791,0.057506359981,0.006416569512,0.002274724638,0.010558414385,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
