K_list,euler_steps,paths,seed,neg_raw_v_rate,neg_raw_vp_rate,zero_v_rate,zero_vp_rate,terminal_v_mean,terminal_v_q01,terminal_v_q50,terminal_v_q99,terminal_vp_mean,terminal_spot_mean,european_put_k70,european_put_k100,european_put_k110,se_put_k100,runtime_seconds,r,delta1,delta2,v0,vp0,T,exercise_dates
"70,100,110",1200,500000,2026,0.113839571667,0.023008123333,0.123357808333,0.023008123333,0.139299544358,0.000000000000,0.004153960384,1.710580726862,0.108528245232,102.027360730869,3.378939109438,9.736410185881,13.481371035728,0.027995276811,30.819440,0.02,0.5,0.5,0.114,0.110,1.0,12
"70,100,110",24,500000,2026,0.208879916667,0.051463333333,0.230075166667,0.051463333333,0.174558104160,0.000000000000,0.017793394625,1.846466287374,0.110485585603,102.057305144871,4.205599305887,11.789478742457,15.927395377130,0.030347853751,0.643980,0.02,0.5,0.5,0.114,0.110,1.0,12
"70,100,110",240,500000,2026,0.140393641667,0.029518033333,0.152768416667,0.029518033333,0.147177108184,0.000000000000,0.006904502865,1.731441270113,0.108468856039,102.043524884485,3.592249910093,10.258454114386,14.104273170410,0.028635123054,6.202859,0.02,0.5,0.5,0.114,0.110,1.0,12
"70,100,110",48,500000,2026,0.182567375000,0.041669541667,0.199988458333,0.041669541667,0.162968425924,0.000000000000,0.013093121815,1.794455816746,0.109614958104,102.060174384928,3.962888692083,11.202973025847,15.222280445421,0.029714610915,1.251702,0.02,0.5,0.5,0.114,0.110,1.0,12
"70,100,110",600,500000,2026,0.123946603333,0.025431083333,0.134535253333,0.025431083333,0.141404530829,0.000000000000,0.005123778014,1.707070211172,0.108334759168,102.029434171906,3.452939927652,9.931355014741,13.712465817924,0.028233739974,15.340422,0.02,0.5,0.5,0.114,0.110,1.0,12
"70,100,110",96,500000,2026,0.161748187500,0.035179583333,0.176515104167,0.035179583333,0.155468373585,0.000000000000,0.009702882729,1.763848419189,0.108990441040,101.996912450491,3.806444820959,10.783279451208,14.720970689497,0.029264627971,2.443558,0.02,0.5,0.5,0.114,0.110,1.0,12
