study,K,euler_steps,paths,low_paths,seed,low_seed,policy,price_direct,se_direct,ci_width_direct,price_low,se_low,direct_low_gap,runtime_seconds,r,delta1,delta2,v0,vp0,T,exercise_dates,benchmark_engine_sha256
convergence,100,1200,200000,200000,2026,2103,all_paths,9.888815894126,0.039730381016,0.155743093582,9.901905739710,0.039744396232,0.001323702021,44.515261,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,100,1200,60000,60000,2026,2103,all_paths,9.936948517233,0.074205677399,0.290886255404,10.004842319262,0.073751426335,0.006832459875,13.615061,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,100,1200,600000,200000,2026,2103,all_paths,9.945833383481,0.023222837085,0.091033521375,9.906229773601,0.040085218900,0.003981929754,82.889005,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,100,240,200000,200000,2026,2103,all_paths,10.479008159982,0.040936431952,0.160470813251,10.433411515350,0.040853197551,0.004351236676,9.556506,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,100,240,60000,60000,2026,2103,all_paths,10.439638657190,0.074972581128,0.293892518023,10.530326521110,0.075043634328,0.008686877669,2.564583,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,100,240,600000,200000,2026,2103,all_paths,10.446086250807,0.023566150470,0.092379309841,10.432677746614,0.040760882601,0.001283591182,18.410781,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,100,48,200000,200000,2026,2103,all_paths,11.438265714250,0.042830444213,0.167895341315,11.430583368928,0.042836311713,0.000671635501,2.623918,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,100,48,60000,60000,2026,2103,all_paths,11.508319355383,0.080013401176,0.313652532612,11.424172670105,0.079653920179,0.007311813539,0.839443,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,100,48,600000,200000,2026,2103,all_paths,11.384225094598,0.024623774411,0.096525195691,11.444310411040,0.042721697708,0.005277945222,5.297951,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,100,600,200000,200000,2026,2103,all_paths,10.076513308885,0.039831214248,0.156138359851,10.095844754983,0.039908581983,0.001918465793,23.383263,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,100,600,60000,60000,2026,2103,all_paths,10.047836610696,0.074383749897,0.291584299598,10.289352042859,0.074639347973,0.024036560458,5.660869,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,100,600,600000,200000,2026,2103,all_paths,10.122043898318,0.023405773016,0.091750630224,10.074682074927,0.040399580015,0.004679077059,42.203604,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,100,96,200000,200000,2026,2103,all_paths,10.955573755051,0.041830458990,0.163975399240,10.933241349587,0.041779523039,0.002038451474,4.469428,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,100,96,60000,60000,2026,2103,all_paths,10.955827878662,0.076212759907,0.298754018836,10.966849610606,0.076186399758,0.001006015435,1.255533,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,100,96,600000,200000,2026,2103,all_paths,10.943631961978,0.024280367667,0.095179041256,10.936350644639,0.042021354985,0.000665347424,8.404684,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,110,1200,200000,200000,2026,2103,all_paths,13.871620369664,0.043362617012,0.169981458688,13.838116825703,0.043262053941,0.002415258136,37.856752,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,110,1200,60000,60000,2026,2103,all_paths,13.783381645287,0.079386391768,0.311194655732,13.975624505182,0.079583128199,0.013947437925,10.040510,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,110,1200,600000,200000,2026,2103,all_paths,13.865271442903,0.025347352248,0.099361620813,13.836211343685,0.043804066486,0.002095891115,83.088002,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,110,240,60000,60000,2026,2103,all_paths,14.497725562580,0.081741254248,0.320425716651,14.546535306822,0.081782703419,0.003366717354,2.362994,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,110,48,200000,200000,2026,2103,all_paths,15.614665485932,0.047313106438,0.185467377238,15.624207167559,0.047370557558,0.000611071792,2.529009,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,110,48,60000,60000,2026,2103,all_paths,15.613308924554,0.087807802120,0.344206584310,15.579424020295,0.087436476831,0.002170257722,0.787634,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,110,48,600000,200000,2026,2103,all_paths,15.544674308993,0.027273457128,0.106911951942,15.618183434371,0.047270492250,0.004728894534,5.393186,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,110,600,200000,200000,2026,2103,all_paths,14.086424820253,0.043558268436,0.170748412268,14.075973229129,0.043652482954,0.000741961943,19.790886,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,110,600,60000,60000,2026,2103,all_paths,13.975452637402,0.078621954297,0.308198060843,14.268986615827,0.079059873688,0.021003539995,5.360874,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,110,96,60000,60000,2026,2103,all_paths,15.083897319425,0.085524590583,0.335256395086,14.955616231395,0.085251649525,0.008504505521,1.203990,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,70,1200,200000,200000,2026,2103,all_paths,3.351812650646,0.022788122091,0.089329438597,3.360124963683,0.022847389940,0.002479945601,43.408079,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,70,1200,60000,60000,2026,2103,all_paths,3.382324990933,0.041939748832,0.164403815421,3.406452810422,0.041924954721,0.007133501232,11.741857,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,70,1200,600000,200000,2026,2103,all_paths,3.374916000421,0.013229811634,0.051860861604,3.366305096434,0.022918152712,0.002551442461,94.420107,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,70,240,60000,60000,2026,2103,all_paths,3.580935724364,0.043347669322,0.169922863742,3.657307600491,0.043645811894,0.021327351845,2.529818,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,70,48,200000,200000,2026,2103,all_paths,3.989032875582,0.024786498321,0.097163073418,3.998885301607,0.024804749934,0.002469878372,2.783760,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,70,48,60000,60000,2026,2103,all_paths,4.050913259654,0.045619278747,0.178827572690,4.022378033667,0.045455171082,0.007044146383,0.857127,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,70,48,600000,200000,2026,2103,all_paths,3.966454246868,0.014301961520,0.056063689160,3.997138542304,0.024852261872,0.007735950934,5.728581,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,70,600,200000,200000,2026,2103,all_paths,3.406125009908,0.023010345911,0.090200555969,3.418069608054,0.023012935648,0.003506799695,26.090564,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,70,600,60000,60000,2026,2103,all_paths,3.440157120306,0.042472362168,0.166491659697,3.504761801968,0.042260047811,0.018779572968,5.947122,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence,70,96,60000,60000,2026,2103,all_paths,3.770924488976,0.044172783660,0.173157311948,3.837271800972,0.044505613625,0.017594441944,1.339502,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence_seed_replication,100,1200,60000,60000,3026,3103,all_paths,9.901641124830,0.073724986336,0.289001946436,9.881097362424,0.073436497408,0.002074783579,9.970971,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence_seed_replication,100,1200,60000,60000,4026,4103,all_paths,10.047785265543,0.073830012607,0.289413649420,9.975188108531,0.073580866575,0.007225189939,9.940206,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence_seed_replication,100,240,60000,60000,3026,3103,all_paths,10.489103010346,0.075187366458,0.294734476516,10.402962320644,0.074973099238,0.008212398107,2.398361,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence_seed_replication,100,240,60000,60000,4026,4103,all_paths,10.562122474473,0.075253686688,0.294994451819,10.395051751043,0.074476818151,0.015817911962,2.394493,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence_seed_replication,100,48,60000,60000,3026,3103,all_paths,11.437859854648,0.078635339528,0.308250530950,11.394610853595,0.078062043490,0.003781214458,0.782872,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence_seed_replication,100,48,60000,60000,4026,4103,all_paths,11.481519745980,0.078647382359,0.308297738849,11.370451500051,0.078192741432,0.009673653696,0.765369,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence_seed_replication,100,600,60000,60000,3026,3103,all_paths,10.123848317084,0.073995400602,0.290061970358,10.129004104344,0.073867653186,0.000509271484,5.203109,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence_seed_replication,100,600,60000,60000,4026,4103,all_paths,10.220544717569,0.074771649960,0.293104867845,10.071734084400,0.074078815809,0.014559951283,5.192410,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence_seed_replication,100,96,60000,60000,3026,3103,all_paths,11.015753840984,0.076854941977,0.301271372551,10.926604272082,0.076359196489,0.008092915854,1.249659,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
convergence_seed_replication,100,96,60000,60000,4026,4103,all_paths,11.058354163866,0.076922428187,0.301535918494,10.922468011389,0.076131308029,0.012288099157,1.203654,0.02,0.5,0.5,0.114,0.11,1,12,9f68fa764ddd504f255f0bd81f5638093b041a929b8bc6a2d059845d2d390253
